# Fatores de retencao (SPEC §10, ADR-0007/0018). Fonte: USDA Table of
# Nutrient Retention Factors Release 6 (2007), CC0 1.0,
# DOI 10.15482/USDA.ADC/1409034. Fonte primaria: retn06.txt (ASCII caret-delimited),
# SHA-256 5B71867F6649E801DB3BF88C6CD1887B0673E853D4BA94AA0AF2B3C091E983F9.
# Gerado por scripts/build_retention_factors.py — nao editar a mao.
# Politica: mediana por (nutriente, metodo); espaco min-max na evidencia;
# referencia integral em usda_r6_reference.csv.
nutrient,cooking_method,retention_factor,evidence
RIBF,baked,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 85% max 100%
RIBF,boiled,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 70% max 95%
RIBF,braised,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 75% max 100%
RIBF,broiled,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 75% max 100%
RIBF,canned,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 100%
RIBF,cooked,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 65% max 100%
RIBF,fried,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 65% max 100%
RIBF,poached,0.85,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 85% max 85%
RIBF,reheated,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 95% max 100%
RIBF,roasted,0.925,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 85% max 95%
RIBF,simmered,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 55% max 100%
RIBF,steamed,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 95% max 95%
RIBF,stewed,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 90% max 90%
THIA,baked,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 45% max 100%
THIA,boiled,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 40% max 95%
THIA,braised,0.6,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 45% max 90%
THIA,broiled,0.775,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 45% max 95%
THIA,canned,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 80% max 90%
THIA,cooked,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 35% max 95%
THIA,fried,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 35% max 95%
THIA,poached,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 80% max 80%
THIA,reheated,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 95% max 100%
THIA,roasted,0.6,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 55% max 85%
THIA,simmered,0.55,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 30% max 100%
THIA,steamed,0.925,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 95%
THIA,stewed,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 80% max 80%
VITA_RAE,baked,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 75% max 100%
VITA_RAE,boiled,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 85% max 100%
VITA_RAE,braised,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 75% max 90%
VITA_RAE,broiled,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 65% max 100%
VITA_RAE,canned,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 75% max 100%
VITA_RAE,cooked,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 75% max 100%
VITA_RAE,fried,0.85,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 75% max 100%
VITA_RAE,poached,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 100% max 100%
VITA_RAE,reheated,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 95% max 100%
VITA_RAE,roasted,0.75,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 75% max 80%
VITA_RAE,simmered,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 75% max 100%
VITA_RAE,steamed,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 95%
VITA_RAE,stewed,0.75,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 75% max 75%
VITB12,baked,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 55% max 100%
VITB12,boiled,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 60% max 100%
VITB12,braised,0.7,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 60% max 90%
VITB12,broiled,0.85,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 55% max 100%
VITB12,canned,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 100% max 100%
VITB12,cooked,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 30% max 100%
VITB12,fried,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 65% max 100%
VITB12,poached,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 80% max 80%
VITB12,reheated,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 95% max 100%
VITB12,roasted,0.775,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 65% max 100%
VITB12,simmered,0.7,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 50% max 100%
VITB12,steamed,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 100%
VITB12,stewed,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 100% max 100%
VITB6A,baked,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 35% max 95%
VITB6A,boiled,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 50% max 95%
VITB6A,braised,0.5,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 35% max 85%
VITB6A,broiled,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 60% max 95%
VITB6A,canned,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 100%
VITB6A,cooked,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 45% max 100%
VITB6A,fried,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 45% max 95%
VITB6A,poached,0.85,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 85% max 85%
VITB6A,reheated,0.975,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 95% max 100%
VITB6A,roasted,0.775,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 50% max 95%
VITB6A,simmered,0.55,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 35% max 100%
VITB6A,steamed,0.925,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 90% max 95%
VITB6A,stewed,0.9,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 90% max 90%
VITC,baked,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 65% max 85%
VITC,boiled,0.675,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 25% max 95%
VITC,braised,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 75% max 85%
VITC,broiled,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 50% max 95%
VITC,canned,0.85,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 50% max 85%
VITC,cooked,0.725,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 45% max 95%
VITC,fried,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 50% max 90%
VITC,poached,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 80% max 80%
VITC,reheated,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 90% max 100%
VITC,roasted,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 80% max 80%
VITC,simmered,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 70% max 100%
VITC,steamed,0.8,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 75% max 85%
VITC,stewed,0.7,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 70% max 70%
ZN,baked,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 23 rows; min 100% max 100%
ZN,boiled,0.95,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 85% max 100%
ZN,braised,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 5 rows; min 100% max 100%
ZN,broiled,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 20 rows; min 75% max 100%
ZN,canned,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 100% max 100%
ZN,cooked,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 75% max 100%
ZN,fried,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 36 rows; min 75% max 100%
ZN,poached,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 1 rows; min 100% max 100%
ZN,reheated,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 28 rows; min 100% max 100%
ZN,roasted,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 8 rows; min 100% max 100%
ZN,simmered,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 60 rows; min 80% max 100%
ZN,steamed,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 4 rows; min 100% max 100%
ZN,stewed,1.0,USDA R6 DOI:10.15482/USDA.ADC/1409034; median of 2 rows; min 100% max 100%
