retn_code,usda_fdgrp,retn_desc,nutr_no,tagname,cooking_method,retention_factor_pct,source_date
3004,11,"VEG,GREENS,BOILD,LITTLE WATER DRAIN",338,,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",301,CA,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",303,FE,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",304,MG,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",305,P,boiled,85,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",306,K,boiled,85,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",307,NA,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",309,ZN,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",312,CU,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",401,VITC,boiled,55,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",404,THIA,boiled,80,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",405,RIBF,boiled,90,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",406,NIA,boiled,85,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",415,VITB6A,boiled,85,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",417,FOL,boiled,60,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",431,FOLAC,boiled,60,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",432,FOLFD,boiled,60,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",421,CHOLN,boiled,100,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",418,VITB12,boiled,100,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",318,,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",392,VITA_RAE,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",221,ALC,boiled,100,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",321,CARTB,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",322,CARTA,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",334,CRYPXB,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",337,LYCPN,boiled,95,09/1975
3005,11,"VEG,GREENS,BOILED,WATER COVER DRAIN",338,,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",301,CA,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",303,FE,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",304,MG,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",305,P,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",306,K,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",307,NA,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",309,ZN,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",312,CU,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",401,VITC,boiled,70,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",404,THIA,boiled,90,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",405,RIBF,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",406,NIA,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",415,VITB6A,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",417,FOL,boiled,75,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",431,FOLAC,boiled,75,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",432,FOLFD,boiled,75,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",421,CHOLN,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",418,VITB12,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",318,,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",392,VITA_RAE,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",221,ALC,boiled,100,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",321,CARTB,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",322,CARTA,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",334,CRYPXB,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",337,LYCPN,boiled,95,09/1975
3006,11,"VEG,GREENS,BOILED,WATER USED",338,,boiled,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",301,CA,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",303,FE,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",304,MG,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",305,P,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",306,K,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",307,NA,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",309,ZN,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",312,CU,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",401,VITC,cooked,60,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",404,THIA,cooked,90,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",405,RIBF,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",406,NIA,cooked,90,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",415,VITB6A,cooked,90,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",417,FOL,cooked,55,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",431,FOLAC,cooked,55,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",432,FOLFD,cooked,55,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",421,CHOLN,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",418,VITB12,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",318,,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",392,VITA_RAE,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",221,ALC,cooked,100,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",321,CARTB,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",322,CARTA,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",334,CRYPXB,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",337,LYCPN,cooked,95,09/1975
3019,11,"VEG,GREENS,COOKED FROM FROZEN,DRAIN",338,,cooked,95,09/1975
3018,11,"VEG,GREENS,REHEATED",301,CA,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",303,FE,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",304,MG,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",305,P,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",306,K,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",307,NA,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",309,ZN,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",312,CU,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",401,VITC,reheated,95,09/1975
3018,11,"VEG,GREENS,REHEATED",404,THIA,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",405,RIBF,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",406,NIA,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",415,VITB6A,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",417,FOL,reheated,95,09/1975
3018,11,"VEG,GREENS,REHEATED",431,FOLAC,reheated,95,09/1975
3018,11,"VEG,GREENS,REHEATED",432,FOLFD,reheated,95,09/1975
3018,11,"VEG,GREENS,REHEATED",421,CHOLN,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",418,VITB12,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",318,,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",392,VITA_RAE,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",221,ALC,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",321,CARTB,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",322,CARTA,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",334,CRYPXB,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",337,LYCPN,reheated,100,09/1975
3018,11,"VEG,GREENS,REHEATED",338,,reheated,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",301,CA,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",303,FE,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",304,MG,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",305,P,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",306,K,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",307,NA,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",309,ZN,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",312,CU,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",401,VITC,fried,85,09/1975
3015,11,"VEG,GREENS,STIR FRY",404,THIA,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",405,RIBF,fried,95,09/1975
3015,11,"VEG,GREENS,STIR FRY",406,NIA,fried,95,09/1975
3015,11,"VEG,GREENS,STIR FRY",415,VITB6A,fried,95,09/1975
3015,11,"VEG,GREENS,STIR FRY",417,FOL,fried,85,09/1975
3015,11,"VEG,GREENS,STIR FRY",431,FOLAC,fried,85,09/1975
3015,11,"VEG,GREENS,STIR FRY",432,FOLFD,fried,85,09/1975
3015,11,"VEG,GREENS,STIR FRY",421,CHOLN,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",418,VITB12,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",318,,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",392,VITA_RAE,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",221,ALC,fried,100,09/1975
3015,11,"VEG,GREENS,STIR FRY",321,CARTB,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",322,CARTA,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",334,CRYPXB,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",337,LYCPN,fried,90,09/1975
3015,11,"VEG,GREENS,STIR FRY",338,,fried,90,09/1975
3771,11,"VEG,OTHER,BAKED",301,CA,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",303,FE,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",304,MG,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",305,P,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",306,K,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",307,NA,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",309,ZN,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",312,CU,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",401,VITC,baked,85,09/1975
3771,11,"VEG,OTHER,BAKED",404,THIA,baked,90,09/1975
3771,11,"VEG,OTHER,BAKED",405,RIBF,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",406,NIA,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",415,VITB6A,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",417,FOL,baked,85,09/1975
3771,11,"VEG,OTHER,BAKED",431,FOLAC,baked,85,09/1975
3771,11,"VEG,OTHER,BAKED",432,FOLFD,baked,85,09/1975
3771,11,"VEG,OTHER,BAKED",421,CHOLN,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",418,VITB12,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",318,,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",392,VITA_RAE,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",221,ALC,baked,100,09/1975
3771,11,"VEG,OTHER,BAKED",321,CARTB,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",322,CARTA,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",334,CRYPXB,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",337,LYCPN,baked,95,09/1975
3771,11,"VEG,OTHER,BAKED",338,,baked,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",301,CA,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",303,FE,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",304,MG,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",305,P,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",306,K,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",307,NA,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",309,ZN,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",312,CU,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",401,VITC,,80,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",404,THIA,,85,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",405,RIBF,,95,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",406,NIA,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",415,VITB6A,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",417,FOL,,70,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",431,FOLAC,,70,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",432,FOLFD,,70,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",421,CHOLN,,100,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",418,VITB12,,100,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",318,,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",392,VITA_RAE,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",221,ALC,,100,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",321,CARTB,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",322,CARTA,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",334,CRYPXB,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",337,LYCPN,,90,09/1975
3774,11,"VEG,OTHER,BLD,LITTLE WATER,DRAINED",338,,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",301,CA,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",303,FE,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",304,MG,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",305,P,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",306,K,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",307,NA,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",309,ZN,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",312,CU,,95,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",401,VITC,,75,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",404,THIA,,80,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",405,RIBF,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",406,NIA,,85,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",415,VITB6A,,85,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",417,FOL,,65,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",431,FOLAC,,65,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",432,FOLFD,,65,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",421,CHOLN,,100,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",418,VITB12,,100,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",318,,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",392,VITA_RAE,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",221,ALC,,100,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",321,CARTB,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",322,CARTA,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",334,CRYPXB,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",337,LYCPN,,90,09/1975
3775,11,"VEG,OTHER,BLD,WATER COVER,DRAINED",338,,,90,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",301,CA,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",303,FE,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",304,MG,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",305,P,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",306,K,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",307,NA,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",309,ZN,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",312,CU,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",401,VITC,,85,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",404,THIA,,90,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",405,RIBF,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",406,NIA,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",415,VITB6A,,90,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",417,FOL,,85,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",431,FOLAC,,85,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",432,FOLFD,,85,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",421,CHOLN,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",418,VITB12,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",318,,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",392,VITA_RAE,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",221,ALC,,100,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",321,CARTB,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",322,CARTA,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",334,CRYPXB,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",337,LYCPN,,95,09/1975
3776,11,"VEG,OTHER,BLD,WATER USED",338,,,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",301,CA,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",303,FE,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",304,MG,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",305,P,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",306,K,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",307,NA,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",309,ZN,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",312,CU,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",401,VITC,cooked,80,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",404,THIA,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",405,RIBF,cooked,95,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",406,NIA,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",415,VITB6A,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",417,FOL,cooked,70,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",431,FOLAC,cooked,70,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",432,FOLFD,cooked,70,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",421,CHOLN,cooked,100,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",418,VITB12,cooked,100,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",318,,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",392,VITA_RAE,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",221,ALC,cooked,100,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",321,CARTB,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",322,CARTA,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",334,CRYPXB,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",337,LYCPN,cooked,90,09/1975
3789,11,"VEG,OTHER,CKD FROM FRZN(BLD,DRAIND)",338,,cooked,90,09/1975
3780,11,"VEG,OTHER,FRIED",301,CA,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",303,FE,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",304,MG,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",305,P,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",306,K,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",307,NA,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",309,ZN,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",312,CU,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",401,VITC,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",404,THIA,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",405,RIBF,fried,95,09/1975
3780,11,"VEG,OTHER,FRIED",406,NIA,fried,90,09/1975
3780,11,"VEG,OTHER,FRIED",415,VITB6A,fried,90,09/1975
3780,11,"VEG,OTHER,FRIED",417,FOL,fried,70,09/1975
3780,11,"VEG,OTHER,FRIED",431,FOLAC,fried,70,09/1975
3780,11,"VEG,OTHER,FRIED",432,FOLFD,fried,70,09/1975
3780,11,"VEG,OTHER,FRIED",421,CHOLN,fried,90,09/1975
3780,11,"VEG,OTHER,FRIED",418,VITB12,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",318,,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",392,VITA_RAE,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",221,ALC,fried,100,09/1975
3780,11,"VEG,OTHER,FRIED",321,CARTB,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",322,CARTA,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",334,CRYPXB,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",337,LYCPN,fried,85,09/1975
3780,11,"VEG,OTHER,FRIED",338,,fried,85,09/1975
3788,11,"VEG,OTHER,REHEATED",301,CA,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",303,FE,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",304,MG,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",305,P,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",306,K,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",307,NA,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",309,ZN,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",312,CU,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",401,VITC,reheated,90,09/1975
3788,11,"VEG,OTHER,REHEATED",404,THIA,reheated,95,09/1975
3788,11,"VEG,OTHER,REHEATED",405,RIBF,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",406,NIA,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",415,VITB6A,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",417,FOL,reheated,95,09/1975
3788,11,"VEG,OTHER,REHEATED",431,FOLAC,reheated,95,09/1975
3788,11,"VEG,OTHER,REHEATED",432,FOLFD,reheated,95,09/1975
3788,11,"VEG,OTHER,REHEATED",421,CHOLN,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",418,VITB12,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",318,,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",392,VITA_RAE,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",221,ALC,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",321,CARTB,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",322,CARTA,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",334,CRYPXB,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",337,LYCPN,reheated,100,09/1975
3788,11,"VEG,OTHER,REHEATED",338,,reheated,100,09/1975
3784,11,"VEG,OTHER,STEAMED",301,CA,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",303,FE,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",304,MG,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",305,P,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",306,K,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",307,NA,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",309,ZN,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",312,CU,steamed,100,09/1975
3784,11,"VEG,OTHER,STEAMED",401,VITC,steamed,85,09/1975
3784,11,"VEG,OTHER,STEAMED",404,THIA,steamed,90,09/1975
3784,11,"VEG,OTHER,STEAMED",405,RIBF,steamed,95,09/1975
