retn_code,usda_fdgrp,retn_desc,nutr_no,tagname,cooking_method,retention_factor_pct,source_date
1253,10,"PORK,FRESH,FRIED,W/COATING",404,THIA,fried,70,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",405,RIBF,fried,100,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",406,NIA,fried,80,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",415,VITB6A,fried,65,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",417,FOL,fried,85,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",431,FOLAC,fried,85,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",432,FOLFD,fried,85,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",421,CHOLN,fried,100,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",418,VITB12,fried,90,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",318,,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",392,VITA_RAE,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",221,ALC,fried,100,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",321,CARTB,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",322,CARTA,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",334,CRYPXB,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",337,LYCPN,fried,75,09/1975
1253,10,"PORK,FRESH,FRIED,W/COATING",338,,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",301,CA,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",303,FE,fried,80,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",304,MG,fried,95,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",305,P,fried,90,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",306,K,fried,85,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",307,NA,fried,90,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",309,ZN,fried,100,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",312,CU,fried,95,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",401,VITC,fried,80,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",404,THIA,fried,70,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",405,RIBF,fried,100,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",406,NIA,fried,80,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",415,VITB6A,fried,65,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",417,FOL,fried,85,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",431,FOLAC,fried,85,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",432,FOLFD,fried,85,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",421,CHOLN,fried,100,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",418,VITB12,fried,90,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",318,,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",392,VITA_RAE,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",221,ALC,fried,100,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",321,CARTB,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",322,CARTA,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",334,CRYPXB,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",337,LYCPN,fried,75,09/1975
1252,10,"PORK,FRESH,FRIED,WO/COATING",338,,fried,75,09/1975
1407,10,"PORK,FRESH,REHEATED",301,CA,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",303,FE,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",304,MG,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",305,P,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",306,K,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",307,NA,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",309,ZN,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",312,CU,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",401,VITC,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",404,THIA,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",405,RIBF,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",406,NIA,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",415,VITB6A,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",417,FOL,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",431,FOLAC,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",432,FOLFD,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",421,CHOLN,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",418,VITB12,reheated,95,09/1975
1407,10,"PORK,FRESH,REHEATED",318,,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",392,VITA_RAE,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",221,ALC,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",321,CARTB,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",322,CARTA,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",334,CRYPXB,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",337,LYCPN,reheated,100,09/1975
1407,10,"PORK,FRESH,REHEATED",338,,reheated,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",301,CA,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",303,FE,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",304,MG,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",305,P,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",306,K,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",307,NA,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",309,ZN,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",312,CU,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",401,VITC,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",404,THIA,simmered,55,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",405,RIBF,simmered,90,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",406,NIA,simmered,95,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",415,VITB6A,simmered,65,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",417,FOL,simmered,70,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",431,FOLAC,simmered,70,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",432,FOLFD,simmered,70,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",421,CHOLN,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",418,VITB12,simmered,75,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",318,,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",392,VITA_RAE,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",221,ALC,simmered,100,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",321,CARTB,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",322,CARTA,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",334,CRYPXB,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",337,LYCPN,simmered,80,09/1975
1302,10,"PORK,FRESH,ROAST,SIMMERED W/DRIPPNG",338,,simmered,80,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",301,CA,simmered,80,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",303,FE,simmered,100,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",304,MG,simmered,65,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",305,P,simmered,65,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",306,K,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",307,NA,simmered,70,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",309,ZN,simmered,100,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",312,CU,simmered,100,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",401,VITC,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",404,THIA,simmered,40,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",405,RIBF,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",406,NIA,simmered,80,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",415,VITB6A,simmered,50,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",417,FOL,simmered,65,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",431,FOLAC,simmered,65,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",432,FOLFD,simmered,65,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",421,CHOLN,simmered,100,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",418,VITB12,simmered,60,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",318,,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",392,VITA_RAE,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",221,ALC,simmered,100,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",321,CARTB,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",322,CARTA,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",334,CRYPXB,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",337,LYCPN,simmered,75,09/1975
1301,10,"PORK,FRESH,ROAST,SIMMERED WO/DRIP",338,,simmered,75,09/1975
1254,10,"PORK,FRESH,ROASTED",301,CA,roasted,95,09/1975
1254,10,"PORK,FRESH,ROASTED",303,FE,roasted,100,09/1975
1254,10,"PORK,FRESH,ROASTED",304,MG,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",305,P,roasted,85,09/1975
1254,10,"PORK,FRESH,ROASTED",306,K,roasted,80,09/1975
1254,10,"PORK,FRESH,ROASTED",307,NA,roasted,80,09/1975
1254,10,"PORK,FRESH,ROASTED",309,ZN,roasted,100,09/1975
1254,10,"PORK,FRESH,ROASTED",312,CU,roasted,100,09/1975
1254,10,"PORK,FRESH,ROASTED",401,VITC,roasted,80,09/1975
1254,10,"PORK,FRESH,ROASTED",404,THIA,roasted,60,09/1975
1254,10,"PORK,FRESH,ROASTED",405,RIBF,roasted,95,09/1975
1254,10,"PORK,FRESH,ROASTED",406,NIA,roasted,85,09/1975
1254,10,"PORK,FRESH,ROASTED",415,VITB6A,roasted,85,09/1975
1254,10,"PORK,FRESH,ROASTED",417,FOL,roasted,95,09/1975
1254,10,"PORK,FRESH,ROASTED",431,FOLAC,roasted,95,09/1975
1254,10,"PORK,FRESH,ROASTED",432,FOLFD,roasted,95,09/1975
1254,10,"PORK,FRESH,ROASTED",421,CHOLN,roasted,100,09/1975
1254,10,"PORK,FRESH,ROASTED",418,VITB12,roasted,80,09/1975
1254,10,"PORK,FRESH,ROASTED",318,,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",392,VITA_RAE,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",221,ALC,roasted,100,09/1975
1254,10,"PORK,FRESH,ROASTED",321,CARTB,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",322,CARTA,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",334,CRYPXB,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",337,LYCPN,roasted,75,09/1975
1254,10,"PORK,FRESH,ROASTED",338,,roasted,75,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",301,CA,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",303,FE,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",304,MG,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",305,P,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",306,K,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",307,NA,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",309,ZN,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",312,CU,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",401,VITC,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",404,THIA,simmered,55,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",405,RIBF,simmered,90,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",406,NIA,simmered,95,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",415,VITB6A,simmered,65,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",417,FOL,simmered,70,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",431,FOLAC,simmered,70,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",432,FOLFD,simmered,70,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",421,CHOLN,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",418,VITB12,simmered,75,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",318,,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",392,VITA_RAE,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",221,ALC,simmered,100,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",321,CARTB,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",322,CARTA,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",334,CRYPXB,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",337,LYCPN,simmered,80,09/1975
1352,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",338,,simmered,80,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",301,CA,simmered,80,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",303,FE,simmered,100,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",304,MG,simmered,65,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",305,P,simmered,65,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",306,K,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",307,NA,simmered,70,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",309,ZN,simmered,100,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",312,CU,simmered,100,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",401,VITC,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",404,THIA,simmered,40,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",405,RIBF,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",406,NIA,simmered,80,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",415,VITB6A,simmered,50,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",417,FOL,simmered,65,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",431,FOLAC,simmered,65,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",432,FOLFD,simmered,65,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",421,CHOLN,simmered,100,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",418,VITB12,simmered,60,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",318,,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",392,VITA_RAE,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",221,ALC,simmered,100,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",321,CARTB,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",322,CARTA,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",334,CRYPXB,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",337,LYCPN,simmered,75,09/1975
1351,10,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",338,,simmered,75,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",301,CA,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",303,FE,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",304,MG,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",305,P,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",306,K,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",307,NA,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",309,ZN,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",312,CU,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",401,VITC,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",404,THIA,simmered,55,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",405,RIBF,simmered,90,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",406,NIA,simmered,95,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",415,VITB6A,simmered,65,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",417,FOL,simmered,70,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",431,FOLAC,simmered,70,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",432,FOLFD,simmered,70,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",421,CHOLN,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",418,VITB12,simmered,75,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",318,,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",392,VITA_RAE,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",221,ALC,simmered,100,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",321,CARTB,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",322,CARTA,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",334,CRYPXB,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",337,LYCPN,simmered,80,09/1975
1354,10,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",338,,simmered,80,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",301,CA,simmered,80,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",303,FE,simmered,100,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",304,MG,simmered,65,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",305,P,simmered,65,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",306,K,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",307,NA,simmered,70,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",309,ZN,simmered,100,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",312,CU,simmered,100,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",401,VITC,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",404,THIA,simmered,40,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",405,RIBF,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",406,NIA,simmered,80,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",415,VITB6A,simmered,50,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",417,FOL,simmered,65,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",431,FOLAC,simmered,65,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",432,FOLFD,simmered,65,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",421,CHOLN,simmered,100,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",418,VITB12,simmered,60,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",318,,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",392,VITA_RAE,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",221,ALC,simmered,100,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",321,CARTB,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",322,CARTA,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",334,CRYPXB,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",337,LYCPN,simmered,75,09/1975
1353,10,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",338,,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",301,CA,simmered,80,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",303,FE,simmered,100,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",304,MG,simmered,65,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",305,P,simmered,65,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",306,K,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",307,NA,simmered,70,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",309,ZN,simmered,100,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",312,CU,simmered,100,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",401,VITC,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",404,THIA,simmered,40,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",405,RIBF,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",406,NIA,simmered,80,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",415,VITB6A,simmered,50,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",417,FOL,simmered,65,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",431,FOLAC,simmered,65,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",432,FOLFD,simmered,65,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",421,CHOLN,simmered,90,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",418,VITB12,simmered,60,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",318,,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",392,VITA_RAE,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",221,ALC,simmered,100,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",321,CARTB,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",322,CARTA,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",334,CRYPXB,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",337,LYCPN,simmered,75,09/1975
1401,10,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",338,,simmered,75,09/1975
